year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
10,0,SAC,23,0,336,68,70,18,0.37142857142857144,0.6666666666666666,0.3333333333333333,0.43634496919917864,0.08928571428571429,0.05357142857142857,0.008928571428571428,0.11607142857142858,2.4375,0.4,0.6666666666666666,71.0,154,0.0,34,12,22,0.35294117647058826,0.4612579762989973,0.18806193162789497,0.7876344086021505,1.058373807105405,76.76470588235294,79.11764705882354,0,2,0.0
7,0,NYL,15,0,92,27,29,25,0.27586206896551724,0.44,0.0,0.3375,0.1956521739130435,0.05434782608695652,0.021739130434782608,0.05434782608695652,0.625,0.27586206896551724,0.44,75.0,168,0.0,34,11,23,0.3235294117647059,0.4494925084581924,0.19651995905834185,0.7876923076923077,0.9385274756880456,69.76470588235294,78.11764705882354,0,0,0.0
3,0,NYL,7,0,12,6,5,0,0.0,0.0,0.0,0.6,0.4166666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,76.0,195,0.0,32,18,14,0.5625,0.4853448275862069,0.18713125337081407,0.7054673721340388,0.9476338089340388,65.28125,62.96875,1,0,0.0
6,0,SAS,26,0,251,111,81,26,0.5679012345679012,0.7307692307692307,0.0,0.6003894418000866,0.24302788844621515,0.0199203187250996,0.00796812749003984,0.0199203187250996,0.2,0.5679012345679012,0.7307692307692307,76.0,195,0.0,34,7,27,0.20588235294117646,0.44680851063829785,0.2015156993913096,0.7714723926380368,0.9294908741594621,62.970588235294116,70.61764705882354,0,0,0.0
7,0,CHI,30,23,627,302,231,98,0.5281385281385281,0.5918367346938775,0.0,0.5508536407412812,0.2711323763955343,0.022328548644338118,0.011164274322169059,0.044657097288676235,0.4666666666666667,0.5281385281385281,0.5918367346938775,76.0,195,0.0,34,5,29,0.14705882352941177,0.43057471264367814,0.17655414550473714,0.6982892690513219,0.9354594922575444,68.29411764705883,79.02941176470588,0,0,0.0
9,0,IND,31,1,226,83,63,32,0.47619047619047616,0.71875,0.0,0.5384016606123508,0.2345132743362832,0.02654867256637168,0.030973451327433628,0.030973451327433628,0.22580645161290322,0.47619047619047616,0.71875,76.0,195,0.0,34,17,17,0.5,0.4538779256539697,0.19163740237957966,0.7545731707317073,0.9923948838309408,72.73529411764706,72.26470588235294,1,0,0.0
6,0,LAS,7,0,16,4,3,0,0.0,0.0,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,77.0,180,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,1,0.0
6,0,LAS,7,0,16,4,3,0,0.0,0.0,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,77.0,180,0.0,34,17,17,0.5,0.45788442703232124,0.17501422879908937,0.7238095238095238,0.98455688937778,68.41176470588235,68.97058823529412,1,2,0.0
9,0,ATL,12,0,84,16,26,3,0.23076923076923078,0.6666666666666666,0.18181818181818182,0.29282576866764276,0.14285714285714285,0.05952380952380952,0.0,0.023809523809523808,0.5,0.2692307692307692,0.0,72.0,156,0.0,34,4,30,0.11764705882352941,0.44109831709477415,0.18706624605678235,0.7475862068965518,0.930019443098284,74.52941176470588,84.67647058823529,0,0,0.0
2,0,DET,27,0,545,192,194,53,0.32989690721649484,0.8113207547169812,0.2876712328767123,0.4417448923246825,0.09724770642201835,0.031192660550458717,0.011009174311926606,0.05504587155963303,0.8571428571428571,0.38402061855670105,0.8113207547169812,69.0,147,0.0,32,10,22,0.3125,0.44174503657262276,0.18789049530651053,0.7601476014760148,1.0057894736842106,65.71875,70.90625,0,0,0.0
3,0,DET,32,32,804,277,248,36,0.4153225806451613,0.8055555555555556,0.3684210526315789,0.5249393571861735,0.10820895522388059,0.033582089552238806,0.014925373134328358,0.07711442786069651,1.0163934426229508,0.5,0.8055555555555556,69.0,147,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,2,0.0
3,0,DET,32,32,804,277,248,36,0.4153225806451613,0.8055555555555556,0.3684210526315789,0.5249393571861735,0.10820895522388059,0.033582089552238806,0.014925373134328358,0.07711442786069651,1.0163934426229508,0.5,0.8055555555555556,69.0,147,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,1,0.0
4,0,DET,32,32,954,396,312,96,0.4358974358974359,0.7916666666666666,0.42105263157894735,0.5589430894308943,0.11215932914046121,0.0429769392033543,0.014675052410901468,0.0870020964360587,1.2028985507246377,0.5128205128205128,0.7916666666666666,69.0,147,0.0,34,25,9,0.7352941176470589,0.4812874251497006,0.20266126236633691,0.7074829931972789,1.0456613352127722,75.08823529411765,70.44117647058823,1,0,10.0
5,0,DET,34,34,1138,464,435,124,0.3816091954022989,0.7983870967741935,0.2894736842105263,0.4738949260560503,0.11775043936731107,0.05799648506151142,0.01054481546572935,0.0984182776801406,1.2444444444444445,0.41954022988505746,0.7983870967741935,69.0,147,0.0,34,17,17,0.5,0.43156890796375774,0.17339985397907035,0.702020202020202,1.056269930162609,69.58823529411765,70.02941176470588,1,0,0.0
6,0,DET,33,33,1213,524,462,160,0.39826839826839827,0.8,0.3111111111111111,0.49211119459053343,0.12860676009892827,0.04534212695795548,0.011541632316570486,0.09975267930750206,1.21,0.42857142857142855,0.8,69.0,147,0.0,34,16,18,0.47058823529411764,0.42184466019417477,0.1921549623766641,0.6576227390180879,1.1023758727384307,66.08823529411765,67.26470588235294,1,0,0.0
7,0,DET,34,34,1088,468,425,100,0.4047058823529412,0.85,0.34513274336283184,0.4989339019189765,0.140625,0.043198529411764705,0.01011029411764706,0.11397058823529412,1.441860465116279,0.4505882352941176,0.85,69.0,147,8.0,34,23,11,0.6764705882352942,0.4445945945945946,0.174054530603778,0.7412868632707775,1.0790959808072578,74.32352941176471,70.11764705882354,1,0,0.0
8,0,DET,34,34,1175,553,480,79,0.46041666666666664,0.8227848101265823,0.39316239316239315,0.5371435231952755,0.12595744680851065,0.04170212765957447,0.010212765957446808,0.1123404255319149,1.6097560975609757,0.5083333333333333,0.8227848101265823,69.0,147,0.0,34,24,10,0.7058823529411765,0.46483856700574966,0.17789553368660105,0.7579617834394905,1.078392658509455,79.32352941176471,74.70588235294117,1,0,0.0
9,0,DET,34,34,1144,538,465,73,0.4645161290322581,0.863013698630137,0.3739130434782609,0.5411168329578372,0.11625874125874126,0.03671328671328671,0.008741258741258742,0.13111888111888112,2.0547945205479454,0.510752688172043,0.863013698630137,69.0,147,0.0,34,22,12,0.6470588235294118,0.4610021786492375,0.15905796636693645,0.7473118279569892,1.069706376467787,78.58823529411765,74.17647058823529,1,0,0.0
10,0,DET,33,33,1113,559,525,116,0.4076190476190476,0.7844827586206896,0.3252032520325203,0.4852093604610791,0.12668463611859837,0.039532794249775384,0.008984725965858042,0.10422282120395328,1.5890410958904109,0.44571428571428573,0.7844827586206896,69.0,147,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,1,0.0
10,0,DET,33,33,1113,559,525,116,0.4076190476190476,0.7844827586206896,0.3252032520325203,0.4852093604610791,0.12668463611859837,0.039532794249775384,0.008984725965858042,0.10422282120395328,1.5890410958904109,0.44571428571428573,0.7844827586206896,69.0,147,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,2,0.0
1,0,POR,32,28,843,253,209,54,0.4354066985645933,0.7592592592592593,0.3333333333333333,0.5434782608695652,0.1435349940688019,0.020166073546856466,0.005931198102016607,0.03558718861209965,0.7894736842105263,0.507177033492823,0.7592592592592593,73.0,166,0.0,32,10,22,0.3125,0.4559628008752735,0.2174008681370249,0.7001434720229556,0.9948664192741907,67.34375,71.96875,0,0,0.0
2,0,POR,31,0,259,76,72,3,0.3888888888888889,0.3333333333333333,0.3877551020408163,0.5182760501909438,0.13513513513513514,0.023166023166023165,0.007722007722007722,0.03861003861003861,0.7142857142857143,0.5208333333333334,0.0,73.0,166,0.0,32,11,21,0.34375,0.4331041776837652,0.18795014058670514,0.7352941176470589,0.9520950113947397,65.25,68.8125,0,0,0.0
3,0,MIA,29,22,443,120,101,13,0.42574257425742573,0.7692307692307693,0.375,0.5622188905547226,0.15124153498871332,0.024830699774266364,0.002257336343115124,0.020316027088036117,0.6923076923076923,0.5445544554455446,0.7692307692307693,73.0,166,0.0,32,15,17,0.46875,0.45177801724137934,0.17236187276127682,0.6975425330812854,0.9726177137703932,63.9375,65.25,0,0,0.0
4,0,LAS,11,3,168,41,36,4,0.4444444444444444,0.75,0.35294117647058826,0.5429025423728814,0.1130952380952381,0.017857142857142856,0.0,0.02976190476190476,1.25,0.5277777777777778,0.0,73.0,166,0.0,34,24,10,0.7058823529411765,0.45841121495327103,0.16160532541123396,0.7920353982300885,1.0187729554177738,73.5,71.52941176470588,1,0,0.0
9,0,PHO,23,0,180,56,57,17,0.3508771929824561,0.9411764705882353,0.0,0.43424317617866004,0.09444444444444444,0.03888888888888889,0.0,0.07777777777777778,0.6363636363636364,0.3508771929824561,0.9411764705882353,66.0,140,0.0,34,16,18,0.47058823529411764,0.47645875251509057,0.14755048097232448,0.8305304010349288,0.9633151841025553,88.52941176470588,88.5,0,0,0.0
5,0,MIN,34,34,1018,397,308,177,0.44155844155844154,0.7062146892655368,0.0,0.514408624442832,0.1905697445972495,0.015717092337917484,0.04420432220039293,0.05893909626719057,0.8108108108108109,0.44155844155844154,0.7062146892655368,77.0,190,0.0,34,18,16,0.5294117647058824,0.45026315789473687,0.21935160667000644,0.709375,1.0092028717273778,63.6764705882353,64.41176470588235,1,0,10.0
6,0,MIN,34,34,1038,382,292,142,0.4554794520547945,0.8169014084507042,0.0,0.5388174227036786,0.18689788053949905,0.02023121387283237,0.02119460500963391,0.07514450867052024,0.9285714285714286,0.4554794520547945,0.8169014084507042,77.0,190,0.0,34,14,20,0.4117647058823529,0.45580678314491263,0.19516173664817,0.7271214642262895,0.9787891483751511,65.02941176470588,67.29411764705883,0,0,0.0
7,0,MIN,34,34,870,327,265,131,0.4528301886792453,0.6641221374045801,0.0,0.5067567567567568,0.21839080459770116,0.022988505747126436,0.028735632183908046,0.06206896551724138,0.7297297297297297,0.4528301886792453,0.6641221374045801,77.0,190,0.0,34,10,24,0.29411764705882354,0.46087743102668477,0.1743054093874974,0.7121879588839941,0.9737758584662534,74.20588235294117,80.44117647058823,0,2,0.0
7,0,MIN,34,34,870,327,265,131,0.4528301886792453,0.6641221374045801,0.0,0.5067567567567568,0.21839080459770116,0.022988505747126436,0.028735632183908046,0.06206896551724138,0.7297297297297297,0.4528301886792453,0.6641221374045801,77.0,190,0.0,34,10,24,0.29411764705882354,0.46087743102668477,0.1743054093874974,0.7121879588839941,0.9737758584662534,74.20588235294117,80.44117647058823,0,1,0.0
8,0,MIN,34,34,922,392,342,161,0.3742690058479532,0.84472049689441,0.0,0.47476019765526595,0.22559652928416485,0.01843817787418655,0.021691973969631236,0.06073752711496746,0.6829268292682927,0.3742690058479532,0.84472049689441,77.0,190,0.0,34,10,24,0.29411764705882354,0.4469214437367304,0.17462708867694302,0.787833827893175,1.0433578658038265,77.52941176470588,80.94117647058823,0,0,0.0
9,0,MIN,34,34,559,197,161,65,0.453416149068323,0.7846153846153846,0.0,0.5195147679324895,0.2003577817531306,0.017889087656529516,0.03935599284436494,0.08050089445438283,0.9,0.453416149068323,0.7846153846153846,77.0,190,0.0,34,16,18,0.47058823529411764,0.45918367346938777,0.1495962169905805,0.7546296296296297,0.9840551195289471,81.38235294117646,80.02941176470588,0,0,0.0
10,0,PHO,21,0,311,109,71,46,0.5352112676056338,0.717391304347826,0.0,0.5973257343270496,0.18971061093247588,0.01607717041800643,0.06430868167202572,0.01929260450160772,0.20689655172413793,0.5352112676056338,0.717391304347826,77.0,190,0.0,34,23,11,0.6764705882352942,0.5120211898940505,0.1522125617983001,0.8550531914893617,0.9301297889714821,92.82352941176471,89.1470588235294,1,0,0.0
9,0,SEA,11,0,31,0,4,0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.03225806451612903,1.0,0.0,0.0,73.0,158,0.0,34,22,12,0.6470588235294118,0.45951704545454547,0.17780361826982882,0.7582417582417582,1.0213959350874429,73.32352941176471,70.76470588235294,1,0,0.0
7,0,DET,2,0,12,2,0,2,0.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,77.0,190,0.0,34,23,11,0.6764705882352942,0.4445945945945946,0.174054530603778,0.7412868632707775,1.0790959808072578,74.32352941176471,70.11764705882354,1,0,0.0
1,0,WAS,11,0,60,2,4,0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,77.0,212,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,1,0.0
1,0,WAS,11,0,60,2,4,0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,77.0,212,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,2,0.0
1,0,MIA,31,16,605,131,131,54,0.3893129770992366,0.5370370370370371,0.0,0.4232359782889636,0.16033057851239668,0.01818181818181818,0.04297520661157025,0.03471074380165289,0.3888888888888889,0.3893129770992366,0.5370370370370371,74.0,175,0.0,32,13,19,0.40625,0.3886696730552424,0.20230410476572877,0.6807228915662651,1.0442239393629937,57.21875,62.53125,0,0,0.0
3,0,CHA,2,0,6,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,74.0,175,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
9,0,CON,3,0,12,6,5,0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,74.0,179,0.0,34,21,13,0.6176470588235294,0.4704724409448819,0.15754807319029995,0.7455048409405256,1.012864049923004,79.11764705882354,74.73529411764706,1,0,10.0
1,0,WAS,32,32,1046,314,222,92,0.5900900900900901,0.5652173913043478,0.0,0.5981408107284364,0.1988527724665392,0.02198852772466539,0.030592734225621414,0.06118546845124283,1.0158730158730158,0.5900900900900901,0.5652173913043478,74.0,160,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,1,0.0
1,0,WAS,32,32,1046,314,222,92,0.5900900900900901,0.5652173913043478,0.0,0.5981408107284364,0.1988527724665392,0.02198852772466539,0.030592734225621414,0.06118546845124283,1.0158730158730158,0.5900900900900901,0.5652173913043478,74.0,160,0.0,32,14,18,0.4375,0.4889685603971318,0.19663314317690764,0.6972318339100346,1.0125452520189362,68.0,69.40625,1,2,0.0
2,0,WAS,32,32,989,225,231,36,0.4329004329004329,0.5833333333333334,0.23529411764705882,0.4557608167233836,0.1789686552072801,0.030333670374115267,0.03640040444893832,0.055611729019211326,0.9166666666666666,0.44155844155844154,0.5833333333333334,74.0,160,0.0,32,10,22,0.3125,0.4164490861618799,0.18808705961029878,0.6607142857142857,1.0043498343385533,60.25,64.84375,0,0,0.0
3,0,WAS,32,15,750,208,195,53,0.4512820512820513,0.5660377358490566,0.5,0.47636496885305973,0.20666666666666667,0.018666666666666668,0.02,0.04933333333333333,0.8222222222222222,0.4564102564102564,0.5660377358490566,74.0,160,0.0,32,17,15,0.53125,0.4649214659685864,0.17667707314042524,0.7510460251046025,1.0228978650077398,66.71875,66.125,1,0,10.0
4,0,WAS,34,34,850,213,220,56,0.37727272727272726,0.75,0.4166666666666667,0.4353335513407456,0.17882352941176471,0.021176470588235293,0.02823529411764706,0.041176470588235294,0.8536585365853658,0.3886363636363636,0.75,74.0,160,0.0,34,9,25,0.2647058823529412,0.4447740757644911,0.16063530917081584,0.7514792899408284,1.0063779455088633,68.52941176470588,73.47058823529412,0,0,0.0
5,0,WAS,33,19,809,184,175,40,0.46285714285714286,0.55,0.0,0.47767393561786087,0.173053152039555,0.030902348578491966,0.019777503090234856,0.04449938195302843,1.2,0.46285714285714286,0.55,74.0,160,0.0,34,17,17,0.5,0.4432471264367816,0.15127513521999114,0.7170953101361573,0.9880421968061488,68.38235294117646,70.11764705882354,1,0,0.0
6,0,WAS,34,4,589,108,119,8,0.3949579831932773,1.0,0.2727272727272727,0.4407443682664055,0.14091680814940577,0.025466893039049237,0.015280135823429542,0.042444821731748725,1.0869565217391304,0.42016806722689076,1.0,74.0,160,0.0,34,16,18,0.47058823529411764,0.4763719512195122,0.16457075407454488,0.7106227106227107,0.9771805672912836,66.55882352941177,67.79411764705883,0,0,0.0
7,0,LAS,34,4,690,167,140,46,0.4714285714285714,0.7608695652173914,0.0,0.5210933599600599,0.1753623188405797,0.02463768115942029,0.013043478260869565,0.04782608695652174,1.1,0.4714285714285714,0.7608695652173914,74.0,160,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
8,0,LAS,34,8,627,163,170,24,0.4176470588235294,0.7916666666666666,0.2,0.45137350465219317,0.17703349282296652,0.022328548644338118,0.014354066985645933,0.07177033492822966,1.8,0.4235294117647059,0.7916666666666666,74.0,160,0.0,34,10,24,0.29411764705882354,0.44251626898047725,0.18116171935479777,0.7862838915470495,0.9940396008916756,74.5,79.6470588235294,0,0,0.0
9,0,LAS,27,1,243,42,49,12,0.32653061224489793,0.6666666666666666,0.25,0.3868828297715549,0.1440329218106996,0.0205761316872428,0.00411522633744856,0.05761316872427984,1.2727272727272727,0.3469387755102041,0.6666666666666666,74.0,160,0.0,34,20,14,0.5882352941176471,0.4579626334519573,0.19170860292355618,0.7517433751743375,1.048432957942925,76.41176470588235,74.20588235294117,1,0,0.0
6,0,IND,13,0,78,16,22,4,0.2727272727272727,0.75,0.2,0.33670033670033667,0.11538461538461539,0.02564102564102564,0.0,0.16666666666666666,2.1666666666666665,0.29545454545454547,0.0,66.0,147,0.0,34,21,13,0.6176470588235294,0.43871297242083757,0.17687629783447048,0.7596638655462185,1.0304602761656994,63.8235294117647,62.73529411764706,1,0,0.0
7,0,DET,11,0,51,12,25,0,0.2,0.0,0.4,0.24,0.0784313725490196,0.0196078431372549,0.0196078431372549,0.11764705882352941,0.6,0.24,0.0,67.0,159,0.0,34,23,11,0.6764705882352942,0.4445945945945946,0.174054530603778,0.7412868632707775,1.0790959808072578,74.32352941176471,70.11764705882354,1,0,0.0
1,0,DET,32,30,914,441,373,135,0.4477211796246649,0.7037037037037037,0.25,0.5099444958371878,0.23960612691466082,0.02188183807439825,0.010940919037199124,0.04266958424507659,0.6,0.46380697050938335,0.7037037037037037,74.0,165,0.0,32,14,18,0.4375,0.4575757575757576,0.18810602081233407,0.7424892703862661,1.0081173057319845,72.84375,75.8125,0,0,0.0
2,0,DET,22,22,651,233,215,59,0.4232558139534884,0.6779661016949152,0.3333333333333333,0.48348273572377154,0.23655913978494625,0.03533026113671275,0.006144393241167435,0.03533026113671275,0.4791666666666667,0.44883720930232557,0.6779661016949152,74.0,165,0.0,32,10,22,0.3125,0.44174503657262276,0.18789049530651053,0.7601476014760148,1.0057894736842106,65.71875,70.90625,0,0,0.0
3,1,DET,16,16,464,184,153,53,0.42483660130718953,0.660377358490566,0.31666666666666665,0.5217785843920145,0.20689655172413793,0.028017241379310345,0.004310344827586207,0.04310344827586207,0.5882352941176471,0.4869281045751634,0.660377358490566,74.0,165,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,2,0.0
3,1,DET,16,16,464,184,153,53,0.42483660130718953,0.660377358490566,0.31666666666666665,0.5217785843920145,0.20689655172413793,0.028017241379310345,0.004310344827586207,0.04310344827586207,0.5882352941176471,0.4869281045751634,0.660377358490566,74.0,165,0.0,32,9,23,0.28125,0.42782699322563833,0.1969822752363059,0.7250384024577573,1.045885205140001,66.0625,70.8125,0,1,0.0
3,2,ORL,16,16,501,180,148,39,0.4391891891891892,0.6923076923076923,0.38333333333333336,0.5449261322354081,0.18562874251497005,0.043912175648702596,0.011976047904191617,0.041916167664670656,0.9130434782608695,0.5168918918918919,0.6923076923076923,74.0,165,0.0,32,16,16,0.5,0.46003134796238243,0.17180059075290857,0.7631578947368421,0.9404596868534223,70.4375,70.46875,0,0,0.0
4,0,CON,32,1,433,149,147,28,0.3945578231292517,0.8214285714285714,0.21739130434782608,0.467612352498117,0.24480369515011546,0.025404157043879907,0.006928406466512702,0.03695150115473441,0.45714285714285713,0.42857142857142855,0.8214285714285714,74.0,165,0.0,34,18,16,0.5294117647058824,0.45313986679352997,0.15388761240178142,0.7414860681114551,0.9663616092167611,70.11764705882354,70.8529411764706,1,0,0.0
